qa_id,id,file_name,question,gold_answer,reference_normalized,asr_normalized,wer,cer,answer_preserved,gold_answer_token_count,asr_llm_answer_raw,asr_llm_answer_normalized,asr_em,asr_f1,latency_sec,output_tokens,status,error,oracle_answer_raw,oracle_answer_normalized,oracle_em,oracle_f1,delta_f1,propagation_failure
5,1664,5654348335172859734.wav,دو پودر خشک پس از مخلوط شدن باید به چه شکلی درآیند؟,توپی,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی در آیند,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی درآیند,0.0909090909090909,0.0113636363636363,True,1,"توپ 
",توپ,0,0.0,0.780296015,4,ok,,"توپ  
",توپ,0,0.0,0.0,
5,1664,8594704718620539665.wav,دو پودر خشک پس از مخلوط شدن باید به چه شکلی درآیند؟,توپی,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی در آیند,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی در آیند,0.0,0.0,True,1,"توپ  
",توپ,0,0.0,0.771831094,4,ok,,"توپ  
",توپ,0,0.0,0.0,
5,1664,8562385712119879221.wav,دو پودر خشک پس از مخلوط شدن باید به چه شکلی درآیند؟,توپی,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی در آیند,دو پودر خشک را مخلوط کنید و سپس با دستان خشک و تمیز آنها را فشار دهید تا به توپی در آیند,0.0,0.0,True,1,"توپ  
",توپ,0,0.0,0.755241025,4,ok,,"توپ  
",توپ,0,0.0,0.0,
136,1809,14634480812547120961.wav,قرار دادن چه چیزی روی ریل‌بند باعث شد ریل‌ها بهره‌وری بیشتری داشته باشند؟,یک قید آهنی,ریل‌بند تقریباً از همان اوایل برای نگه داشتن ریل‌ها در محل خود معرفی شد با این وجود به تدریج متوجه شدند که اگر روی ریل‌بند یک قید آهنی وجود داشته باشد ریل‌ها بهره‌وری بیشتری خواهند داشت,ریل بند تقریبا از همان اوایل برای نگه داشتن ریل ها در محل خود معرفی شد بااین وجود به تدریج متوجه شدند که اگر روی ریل بند یک قید آهنی وجود داشته باشد ریل ها بهره وری بیشتری خواهند داشت,0.048780487804878,0.0054347826086956,True,3,"قید آهنی 
",قید آهنی,0,0.8,1.13310454,7,ok,,"قید آهنی 
",قید آهنی,0,0.8,0.0,
136,1809,13003867291073260477.wav,قرار دادن چه چیزی روی ریل‌بند باعث شد ریل‌ها بهره‌وری بیشتری داشته باشند؟,یک قید آهنی,ریل‌بند تقریباً از همان اوایل برای نگه داشتن ریل‌ها در محل خود معرفی شد با این وجود به تدریج متوجه شدند که اگر روی ریل‌بند یک قید آهنی وجود داشته باشد ریل‌ها بهره‌وری بیشتری خواهند داشت,ریل بند تقریبا از همان اوایل برای نگه داشتن ریل ها در محل خود معرفی شد با این وجود به تدریج متوجه شدند که اگر روی ریل بند یک قید آهنی وجود داشته باشد ریل ها بهره وری بیشتری خواهند داشت,0.0,0.0,True,3,"قید آهنی 
",قید آهنی,0,0.8,1.08543667,7,ok,,"قید آهنی 
",قید آهنی,0,0.8,0.0,
136,1809,2809723307562836606.wav,قرار دادن چه چیزی روی ریل‌بند باعث شد ریل‌ها بهره‌وری بیشتری داشته باشند؟,یک قید آهنی,ریل‌بند تقریباً از همان اوایل برای نگه داشتن ریل‌ها در محل خود معرفی شد با این وجود به تدریج متوجه شدند که اگر روی ریل‌بند یک قید آهنی وجود داشته باشد ریل‌ها بهره‌وری بیشتری خواهند داشت,وی بله تقریبا از همان اوایل برای نگه داشتن ریل ها در محل خود معرفی شد بااین وجود به تدریج متوجه شده اند که اگر روی ریل بله یک قید آهنی وجود داشته باشد ریل ها بهره وری بیشتری خواهد داشت,0.1951219512195122,0.0597826086956521,True,3,"قید آهنی 
",قید آهنی,0,0.8,1.084648251,7,ok,,"قید آهنی 
",قید آهنی,0,0.8,0.0,
219,1899,4022438040290244360.wav,محمد برای تأمل به چه غاری می‌رفت؟,«حرا»,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل به غاری به نام حرا در کوه نور برود,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل بخاری بنام حرا در کوه نور برود,0.1481481481481481,0.0423728813559322,True,1,"غار حرا 
",غار حرا,0,0.666666667,1.018430065,6,ok,,"غار حرا 
",غار حرا,0,0.666666667,0.0,
219,1899,12060443254006476272.wav,محمد برای تأمل به چه غاری می‌رفت؟,«حرا»,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل به غاری به نام حرا در کوه نور برود,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل به غاری به نام حرا در کوه نور برود,0.0,0.0,True,1,"غار حرا 
",غار حرا,0,0.666666667,1.00631406,6,ok,,"غار حرا 
",غار حرا,0,0.666666667,0.0,
219,1899,11546031356343413518.wav,محمد برای تأمل به چه غاری می‌رفت؟,«حرا»,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل به غاری به نام حرا در کوه نور برود,محمد عمیقا به امور فراتر از این زندگی دنیوی علاقه مند بود او عادت داشت که برای تامل به غاری به نام حرا در کوه نور برود,0.0,0.0,True,1,"غار حرا 
",غار حرا,0,0.666666667,1.031451759,6,ok,,"غار حرا 
",غار حرا,0,0.666666667,0.0,
196,1875,14557035264293872124.wav,چه درصدی از آب رودخانه‌های زمین که به اقیانوس‌ها می‌ریزد از آمازون می‌آید؟,بیست درصد کامل,بیست درصد کامل از آبی که از رودخانه‌های زمین به اقیانوسها می‌ریزد از رودخانه آمازون می‌آید,بیست درصد کامل از آبی که از رودخانه های زمین به اقیانوسها می ریزد از رودخانه آمازون می آید,0.0,0.0,True,3,"20% 
",20,0,0.0,0.89857055,5,ok,,"20% 
",20,0,0.0,0.0,
196,1875,177973837768323346.wav,چه درصدی از آب رودخانه‌های زمین که به اقیانوس‌ها می‌ریزد از آمازون می‌آید؟,بیست درصد کامل,بیست درصد کامل از آبی که از رودخانه‌های زمین به اقیانوسها می‌ریزد از رودخانه آمازون می‌آید,بیست درصد کامل از آبی که از رودخانه های زمین به اقیانوس ها می ریزد از رودخانه ی آمازون می آید,0.1578947368421052,0.0333333333333333,True,3,"20% 
",20,0,0.0,0.882886985,5,ok,,"20% 
",20,0,0.0,0.0,
317,2002,6512478082078159355.wav,بازیکنان با حرکت چه چیزی در هوا می‌توانند بازی ویدئویی را کنترل کنند؟,دستگاه,این به بازیکنان امکان خواهد داد تا اقدامات و حرکت‌ها را در بازی‌های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند,این به بازیکنان امکان خواهد داد تا اقدامات و حرکات را در بازی های ویدئویی توسط حرکت دستگاه ها در هوا کنترل کنند,0.1304347826086956,0.0636363636363636,True,1,"دستگاه ها 
",دستگاه ها,0,0.666666667,0.887916355,5,ok,,"دستگاه 
",دستگاه,1,1.0,0.333333333,1
317,2002,7244617548026243158.wav,بازیکنان با حرکت چه چیزی در هوا می‌توانند بازی ویدئویی را کنترل کنند؟,دستگاه,این به بازیکنان امکان خواهد داد تا اقدامات و حرکت‌ها را در بازی‌های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند,این به بازیکنان امکان خواهد داد تا اقدامات و حرکت ها را در بازی های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند,0.0,0.0,True,1,"دستگاه 
",دستگاه,1,1.0,0.812651283,4,ok,,"دستگاه 
",دستگاه,1,1.0,0.0,0
317,2002,5256579259368564087.wav,بازیکنان با حرکت چه چیزی در هوا می‌توانند بازی ویدئویی را کنترل کنند؟,دستگاه,این به بازیکنان امکان خواهد داد تا اقدامات و حرکت‌ها را در بازی‌های ویدئویی توسط حرکت دستگاه در هوا کنترل کنند,این به بازیکنان امکان خواهد داد تا اقدامات و حرکات را در بازی های ویدیویی توسط حرکت دستگاه در هوا کنترل کنند,0.1304347826086956,0.0454545454545454,True,1,"دستگاه 
",دستگاه,1,1.0,0.791232228,4,ok,,"دستگاه 
",دستگاه,1,1.0,0.0,0
300,1984,2188286577386136557.wav,مالکیت همگانی خودرو به افزایش چه چیزی در جاده‌ها منجر می‌شود؟,تصادفات در جاده‌ها,مالکیت همگانی خودرو نیز منجر به وقوع بالای تصادفات در جاده‌ها می شود که به نوبه خود منجر به ابداع روش‌های جدید در مراقبت‌های سلامتی برای تعمیر بدنه‌های آسیب دیده می‌شود,مالکیت همگانی خودرو نیز منجر به وقوع بالای تصادفات در جاده ها می شود که به نوبه خود منجر به ابداع روش های جدید در مراقبت های سلامتی برای تعمیر بدنه های آسیب دیده می شود,0.0,0.0,True,4,"تصادفات 
",تصادفات,0,0.4,0.926290845,5,ok,,"تصادفات 
",تصادفات,0,0.4,0.0,
